Minute,Requests,Required_CPU,Allocated_CPU,Replicas,Status,Worker_Distribution
1323,891,8.91,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1324,946,9.46,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1325,791,7.91,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1326,1007,10.07,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1327,1096,10.96,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1328,856,8.56,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1329,1058,10.58,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1330,926,9.26,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1331,890,8.9,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1332,839,8.39,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1333,767,7.67,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1334,962,9.62,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1335,885,8.85,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1336,702,7.02,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1337,1048,10.48,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1338,901,9.01,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1339,1061,10.61,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1340,1113,11.13,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1341,872,8.72,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1342,690,6.9,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1343,771,7.71,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1344,808,8.08,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1345,763,7.63,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1346,879,8.79,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1347,937,9.37,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1348,822,8.22,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1349,640,6.4,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1350,836,8.36,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1351,660,6.6,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1352,893,8.93,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1353,861,8.61,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1354,878,8.78,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1355,840,8.4,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1356,764,7.64,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1357,841,8.41,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1358,818,8.18,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1359,718,7.18,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1360,829,8.29,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1361,678,6.78,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1362,841,8.41,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1363,792,7.92,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1364,945,9.45,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1365,943,9.43,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1366,1120,11.2,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1367,1181,11.81,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1368,1089,10.89,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1369,958,9.58,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1370,1017,10.17,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1371,1116,11.16,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1372,1267,12.67,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1373,1411,14.11,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1374,1122,11.22,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1375,1034,10.34,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1376,1163,11.63,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1377,1087,10.87,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1378,843,8.43,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1379,1059,10.59,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1380,1103,11.03,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1381,966,9.66,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1382,872,8.72,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1383,920,9.2,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1384,847,8.47,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1385,879,8.79,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1386,873,8.73,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1387,856,8.56,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1388,996,9.96,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1389,910,9.1,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1390,829,8.29,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1391,877,8.77,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1392,607,6.07,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
